artist.hotttnesss,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,longitude,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,year
0.296268954,0.0,0.873,0.11194,0.873,0.11194,218.77506,2.125,0.360031167,5.0,0.354,35.21962,-80.01955,-10.021,0,0.485,207.012,0.229,0.11194,146.765,alternative rock,0.956080751,1.0,0.0,0
0.351555861,0.0,0.018,1.45439,1.0,0.42896,245.21098,0.357,0.545159296,7.0,0.07,37.15735675013362,-63.93335786851952,-7.545,1,0.686,227.48,0.728,0.1727,117.975,ccm,1.0,4.0,0.835,0
0.37948217,0.0,0.013,1.2229,0.699,0.29639,226.35057,0.0,0.577508974,9.0,0.205,37.15735675013362,-63.93335786851952,-6.632,1,0.305,221.553,1.0,0.06508,130.04,bachata,1.0,4.0,0.0,0
0.251936525,0.0,1.0,0.46223,1.0,0.46223,191.84281,0.38,0.085512047,10.0,0.0,37.15735675013362,-63.93335786851952,-7.75,0,0.198,188.424,0.774,0.23506,137.334,chanson,0.977114901,1.0,0.319,0
0.553071992,1.0,0.191,0.82842,1.0,0.82842,307.3824,0.612,0.776675856,3.0,0.524,37.15735675013362,-63.93335786851952,-8.346,1,0.533,296.658,0.389,0.58901,125.197,quiet storm,1.0,3.0,0.211,1986
0.447935481,2.0,0.507,1.32118,0.0,0.30065,491.12771,0.0,0.636423645,7.0,1.0,43.64856,-79.38533,-8.576,1,0.829,486.034,0.377,0.05047,119.826,country rock,1.0,4.0,0.756,1987
0.330806357,0.0,0.125,1.19076,0.768,0.24795,228.5971,0.223,0.419943148,8.0,0.041,37.16793,-95.84502,-16.11,1,0.516,217.426,0.767,0.08584,127.756,chill-out,0.830058031,5.0,0.579,0
0.306676094,0.0,0.443,0.90668,0.0,0.27615,599.24853,1.193,0.363280571,6.0,0.06,37.15735675013362,-63.93335786851952,-8.032,1,0.346,591.999,0.48,0.12168,99.273,qawwali,1.0,4.0,0.158,0
0.51346329,0.0,0.03,0.8752,1.0,0.05728,290.29832,0.145,0.707199764,7.0,0.725,37.15735675013362,-63.93335786851952,-5.271,1,0.756,285.605,0.238,0.05728,150.062,hard rock,1.0,4.0,0.931,2004
0.0,0.0,0.026,0.66829,0.821,0.22335,165.69424,0.162,0.32031437,7.0,0.011,37.15735675013362,-63.93335786851952,-6.787,1,0.568,157.391,0.682,0.22335,138.331,indietronica,1.0,4.0,0.127,0
0.291539727,0.0,0.163,0.12236,0.0,0.12236,151.84934,2.827,0.39413854,1.0,0.799,34.31109,-94.02978,-15.221,1,0.716,146.199,0.617,0.12236,86.186,classic country,1.0,3.0,0.929,0
0.328553015,0.0,0.899,0.46253,0.899,0.46253,220.78649,0.206,0.489816269,11.0,0.809,38.8991,-77.029,-8.514,1,0.521,207.656,0.841,0.16228,110.382,electric blues,0.905093008,1.0,0.192,0
0.378254686,0.0,0.552,1.06937,0.0,0.51434,269.58322,0.0,0.677420465,2.0,0.596,49.80388,15.47491,-8.05,1,0.666,256.168,0.978,0.51434,111.874,uk garage,0.935319892,4.0,1.0,0
0.541888972,1.0,0.027,1.06698,0.931,0.33578,207.77751,0.061,0.839962768,7.0,0.381,40.82624,-74.47995,-4.264,1,0.453,204.696,0.654,0.15349,166.862,math-core,0.944381208,4.0,0.0,2004
0.306242264,0.0,0.006,0.70311,0.587,0.26706,124.86485,0.0,0.435415818,10.0,0.697,37.83721,-94.35868,-12.332,1,0.541,115.74,1.0,0.04025,137.522,pop rock,0.979853486,4.0,0.0,1985
0.363651365,0.0,0.857,0.08901,0.857,0.08901,225.09669,0.0,0.6090637,7.0,0.53,37.15735675013362,-63.93335786851952,-5.908,1,0.512,225.097,0.24,0.08901,164.672,post-grunge,0.953673906,1.0,0.0,0
0.422705641,0.0,0.063,0.93643,1.0,0.45716,338.31138,0.0,0.550513698,6.0,0.687,37.15735675013362,-63.93335786851952,-6.486,0,0.486,338.311,0.956,0.21693,125.006,breakcore,0.915601748,4.0,1.0,0
0.349912612,0.0,0.0,0.52648,0.0,0.52648,186.48771,1.083,0.459797129,5.0,0.762,32.67828,-83.22295,-4.516,1,0.539,175.467,0.231,0.07391,90.022,filk,1.0,1.0,0.971,2005
0.379671125,0.0,0.02,1.01964,1.0,0.06314,168.25424,0.2,0.588827101,8.0,0.812,40.79195,-73.94512,-9.616,1,0.736,161.89,0.959,0.06314,127.025,latin jazz,0.965406124,4.0,0.792,1997
0.299230368,0.0,0.096,0.97531,0.987,0.3393,156.39465,0.562,0.396455254,8.0,0.569,40.73197,-74.17418,-18.051,1,0.495,150.634,0.67,0.3393,95.957,jump blues,1.0,3.0,0.689,1961
0.416173065,1.0,0.145,0.96908,0.708,0.42073,342.56934,0.063,0.706827671,6.0,0.381,41.88415,-87.63241,-11.939,1,0.538,333.154,0.462,0.13836,110.189,soul jazz,0.985011245,3.0,0.353,1972
0.452789477,0.0,0.042,0.56075,0.0,0.56075,484.62322,28.172,0.560557984,4.0,0.283,27.94017,-82.32547,-15.335,0,0.363,480.363,0.057,0.56075,138.007,disco,1.0,4.0,0.893,0
0.418216518,0.0,0.812,0.10131,0.812,0.10131,164.80608,0.0,0.640807102,10.0,0.254,40.7038,-73.83168,-10.922,1,0.042,156.177,0.879,0.10131,130.1,doo-wop,0.922774628,1.0,0.0,1964
0.384611084,0.0,0.0,0.24118,0.0,0.24118,133.32853,0.0,0.523714637,4.0,0.384,30.08615,-94.10158,-9.983,1,0.402,130.009,0.515,0.04851,160.839,classic country,0.984993496,1.0,0.0,1992
0.426317956,0.0,0.616,0.40866,0.616,0.40866,173.66159,0.0,0.79360508,7.0,0.299,37.15735675013362,-63.93335786851952,-7.762,1,0.464,164.908,0.536,0.05133,41.993,rap,1.0,1.0,0.0,0
0.392733676,0.0,0.291,0.76895,0.219,0.09309,313.12934,0.0,0.501544777,9.0,0.724,37.15735675013362,-63.93335786851952,-9.512,1,0.364,307.688,0.372,0.09309,189.646,charanga,1.0,3.0,0.674,1997
0.488019842,1.0,0.035,0.2438,0.604,0.2438,450.84689,0.467,0.809323793,4.0,0.726,29.42449,-98.49462,-9.063,0,0.367,426.104,0.267,0.09307,130.586,noise rock,1.0,4.0,0.42,0
0.41168896,0.0,0.791,0.10104,0.895,0.10104,303.09832,0.067,0.632559542,8.0,0.532,37.15735675013362,-63.93335786851952,-8.879,0,0.516,294.818,0.764,0.10104,128.292,dance pop,1.0,4.0,0.83,0
0.382651971,0.0,0.359,0.77461,0.773,0.77461,128.83546,0.0,0.597541218,3.0,0.0,37.15735675013362,-63.93335786851952,-17.699,1,0.251,121.423,0.302,0.77461,90.932,orchestra,0.842995301,3.0,1.0,0
0.294861262,1.0,0.238,0.92047,0.908,0.23284,456.30649,0.241,0.495445922,1.0,0.611,37.15735675013362,-63.93335786851952,-19.478,1,0.546,451.315,0.0,0.06094,89.667,cool jazz,0.878319228,4.0,0.747,0
0.393121934,0.0,0.379,0.73465,0.268,0.28881,198.73914,0.0,0.527865076,7.0,0.673,34.05349,-118.24532,-7.469,1,0.579,193.016,0.461,0.14044,115.061,gothic metal,0.974033549,4.0,0.731,2007
0.467538444,0.0,0.987,0.90181,0.471,0.38075,95.68608,0.0,0.668674533,2.0,0.421,42.33168,-83.04792,-2.022,1,0.589,87.806,0.84,0.12215,115.887,ska punk,1.0,4.0,0.744,2003
0.735765693,4.0,0.797,0.15016,0.797,0.15016,271.49016,0.171,0.814829656,9.0,0.301,51.50632,-0.12714,-10.358,0,0.392,263.784,0.018,0.15016,139.333,blues,0.999983058,1.0,0.0,0
0.350078579,0.0,0.016,0.86592,0.917,0.34973,226.66404,0.311,0.482356043,0.0,0.863,37.15735675013362,-63.93335786851952,-12.716,1,0.671,219.51,0.646,0.34973,117.271,salsa,1.0,4.0,0.453,0
0.442765842,1.0,0.077,1.56662,0.799,0.37554,190.48444,0.258,0.661080168,3.0,0.544,35.91463,-79.05661,-15.663,1,0.596,177.029,0.537,0.37554,102.428,modern rock,1.0,4.0,0.496,1995
0.466628889,1.0,0.002,0.93659,0.885,0.275,277.78567,0.24,0.701180874,2.0,0.0,34.36401,-89.51877,-6.944,1,0.0,267.453,0.963,0.275,89.984,delta blues,0.980350471,4.0,0.0,2004
0.544257506,1.0,0.008,0.74277,1.0,0.2077,248.78975,0.183,0.73379894,1.0,0.754,32.77815,-96.7954,-7.805,1,0.597,246.19,0.867,0.2077,116.721,texas blues,0.999791772,4.0,0.522,1992
0.452817838,1.0,0.058,0.32071,0.651,0.32071,195.3171,0.0,0.590692918,7.0,0.98,37.15735675013362,-63.93335786851952,-10.7,1,0.753,187.617,0.672,0.32071,123.142,blues,1.0,4.0,0.678,2002
0.394217199,1.0,0.002,0.74575,0.706,0.32409,175.72526,0.734,0.665322162,0.0,0.522,37.15735675013362,-63.93335786851952,-10.93,1,0.474,168.699,1.0,0.11431,141.919,trip hop,0.877629027,4.0,0.445,2006
0.33457736,0.0,0.024,0.47086,0.0,0.47086,217.23383,1.042,0.50407567,10.0,0.005,52.51607,13.37698,-9.493,0,0.305,213.496,0.283,0.15342,95.596,hardcore techno,1.0,4.0,1.0,1995
0.479308459,1.0,0.877,0.12284,0.877,0.12284,344.05832,0.068,0.717670525,11.0,0.425,37.15735675013362,-63.93335786851952,-9.253,1,0.486,335.029,0.56,0.12284,154.953,glam rock,0.998786077,1.0,0.0,1974
0.427914247,1.0,0.068,2.90946,0.675,0.14772,251.42812,0.071,0.669726188,7.0,0.391,-23.56287,-46.65466,-12.009,1,0.319,237.598,0.228,0.14772,86.091,brazilian jazz,1.0,5.0,0.551,2009
0.412240601,1.0,0.267,0.34237,1.0,0.34237,269.7922,0.218,0.569741152,7.0,0.715,37.15735675013362,-63.93335786851952,-11.043,1,0.614,257.416,0.466,0.34237,90.218,gangster rap,1.0,4.0,1.0,1997
0.40439264,1.0,0.276,0.05314,0.276,0.05314,206.05342,0.0,0.640048357,11.0,0.641,34.05349,-118.24532,-11.506,0,0.597,206.053,0.48,0.05314,133.144,rock,1.0,1.0,0.0,1977
0.383475745,0.0,0.599,0.31943,0.462,0.02559,190.04036,0.0,0.397772876,2.0,0.105,37.15735675013362,-63.93335786851952,-14.179,1,0.433,176.924,0.626,0.02559,205.317,brazilian jazz,1.0,4.0,0.0,0
0.500691341,1.0,0.386,0.42366,0.0,0.0889,241.162,0.549,0.643182773,9.0,0.222,37.15735675013362,-63.93335786851952,-8.531,1,0.403,230.342,0.587,0.0889,180.149,soft rock,0.961375214,4.0,0.0,1986
0.338414819,0.0,0.102,0.49054,0.0,0.49054,122.64444,0.99,0.411421048,0.0,0.61,37.15735675013362,-63.93335786851952,-8.541,0,0.489,109.627,0.411,0.05812,102.538,easy listening,0.947930118,4.0,0.869,1966
0.523699078,2.0,0.453,8.99358,0.777,2.31778,207.0722,2.583,0.75100762,0.0,0.442,51.50632,-0.12714,-6.629,1,0.371,202.757,0.516,2.31778,84.164,dance rock,0.947914829,4.0,0.853,1985
0.383524247,0.0,0.008,1.1612,0.379,0.67535,300.79955,0.0,0.54858513,7.0,0.666,54.48303,-3.53444,-13.33,1,0.658,298.347,0.249,0.42142,124.175,singer-songwriter,1.0,4.0,0.698,1995
0.481655862,2.0,0.632,0.02909,0.632,0.02909,228.46649,0.0,0.749317801,7.0,0.458,37.15735675013362,-63.93335786851952,-12.412,1,0.602,228.466,0.513,0.02909,137.004,experimental rock,1.0,1.0,0.0,1997
0.380704536,1.0,0.114,0.96617,0.526,0.3834,239.59465,0.311,0.631946666,7.0,0.527,37.77916,-122.42005,-21.552,1,0.613,236.507,0.488,0.08155,106.33,meditation,0.920584126,4.0,0.526,0
0.396855869,0.0,0.572,1.06091,0.601,0.50472,228.93669,0.338,0.653937821,11.0,0.172,37.15735675013362,-63.93335786851952,-8.686,0,0.369,219.574,0.275,0.22871,107.961,ccm,1.0,4.0,1.0,0
0.45755391,1.0,0.234,0.38387,0.0,0.38387,165.61587,2.171,0.668370612,1.0,0.108,-37.81753,144.96715,-6.222,1,0.256,165.616,0.115,0.21142,174.287,speedcore,0.932857594,3.0,0.132,2000
0.788805935,2.0,0.109,1.18583,1.0,0.15226,187.92444,0.328,0.845768866,0.0,0.612,36.16778,-86.77836,-5.907,1,0.735,180.344,0.784,0.15226,116.823,southern rock,1.0,4.0,0.347,2003
0.30004649,0.0,0.018,1.1958,0.611,0.01968,276.50567,0.299,0.407455644,0.0,0.29,37.15735675013362,-63.93335786851952,-4.638,1,0.389,261.956,0.656,0.01968,101.972,zouk,1.0,4.0,1.0,0
0.189314878,0.0,0.084,0.89225,0.907,0.41788,200.25424,0.0,0.460171324,11.0,0.056,37.15735675013362,-63.93335786851952,-5.884,0,0.283,194.844,0.582,0.1801,127.97,trance,1.0,4.0,0.0,0
0.554291489,3.0,0.081,0.76754,0.644,0.29609,144.50893,0.237,0.778816717,4.0,0.093,37.15735675013362,-63.93335786851952,-7.787,0,0.423,140.057,0.829,0.0586,152.622,punk,1.0,4.0,0.358,1992
0.26803784,0.0,0.668,0.1737,0.635,0.1737,285.17832,0.0,0.435889847,7.0,0.379,37.15735675013362,-63.93335786851952,-8.488,1,0.401,275.853,0.303,0.1737,110.787,suomi rock,1.0,3.0,1.0,0
0.466826993,1.0,0.393,1.74155,0.872,0.67947,246.69995,0.322,0.711165787,7.0,0.161,37.15735675013362,-63.93335786851952,-9.603,1,0.205,224.049,0.399,0.42263,112.903,rock,1.0,4.0,1.0,1990
0.30045446,0.0,0.066,0.36508,0.948,0.36508,84.03546,0.328,0.443162398,7.0,0.469,-24.9162,133.39311,-26.266,1,0.591,75.79,0.386,0.11188,115.642,easy listening,1.0,4.0,0.44,1985
0.266275286,0.0,0.023,1.21595,1.0,0.25377,273.52771,2.177,0.400433514,1.0,0.652,37.15735675013362,-63.93335786851952,-6.305,1,0.694,268.893,0.641,0.25377,125.013,gabba,0.942755424,4.0,1.0,2000
0.337507289,0.0,0.0,0.36873,0.443,0.36873,298.84036,19.093,0.477364753,5.0,0.596,37.15735675013362,-63.93335786851952,-9.998,1,0.567,289.46,0.0,0.16818,113.277,ccm,1.0,4.0,0.872,0
0.36366811,0.0,0.036,0.98426,0.883,0.36334,161.38404,0.165,0.617870116,5.0,0.665,18.11526,-77.27348,-9.161,0,0.606,161.384,0.262,0.05327,96.979,pop rap,0.892334368,4.0,0.895,1997
0.579988982,1.0,0.812,0.34761,0.812,0.34761,209.29261,0.0,0.744641246,8.0,0.455,37.15735675013362,-63.93335786851952,-4.865,1,0.48,206.623,0.775,0.14268,140.995,heavy metal,0.999932033,1.0,0.41,0
1.005941966,1.0,0.933,1.1904,0.692,0.63902,229.61587,0.0,0.845601887,11.0,0.205,37.15735675013362,-63.93335786851952,-4.882,0,0.332,213.664,0.41,0.36332,105.206,hip hop,1.0,4.0,1.0,2004
0.598458501,7.0,0.018,1.76242,1.0,0.80838,426.89261,0.286,0.905776889,0.0,0.05,41.50471,-81.69074,-12.951,0,0.395,399.9,1.0,0.33137,63.017,industrial metal,0.999945289,4.0,0.378,2000
0.479407676,2.0,0.023,0.85641,0.277,0.44094,269.26975,3.889,0.694021648,9.0,0.052,37.15735675013362,-63.93335786851952,-11.751,0,0.142,262.798,0.495,0.23321,144.603,rock,1.0,4.0,0.0,0
0.139247394,0.0,0.319,0.50432,0.0,0.14912,249.41669,0.647,0.408389022,2.0,0.883,37.15735675013362,-63.93335786851952,-6.693,1,0.728,238.434,0.662,0.14912,167.92,freestyle,1.0,4.0,0.75,0
0.389100776,1.0,1.0,0.06727,1.0,0.06727,136.48934,0.229,0.606925359,9.0,0.386,40.71455,-74.00712,-9.091,1,0.632,130.026,0.782,0.06727,129.122,brill building pop,1.0,1.0,0.0,1963
0.322485106,0.0,0.009,0.64544,1.0,0.19348,233.27302,0.386,0.562463784,0.0,0.53,37.15735675013362,-63.93335786851952,-2.658,1,0.501,231.178,0.89,0.19348,132.022,melodic hardcore,0.981267204,4.0,0.782,2001
0.335651839,0.0,0.87,0.302,0.87,0.302,187.24526,0.107,0.481004583,1.0,0.842,37.15735675013362,-63.93335786851952,-4.42,1,0.721,178.625,0.598,0.13943,183.92,british pop,0.939709535,1.0,0.063,2005
0.453391186,0.0,0.047,0.73058,0.0,0.73058,72.61995,0.0,0.742963152,9.0,0.0,64.55653,12.66538,-11.051,0,0.0,68.365,0.202,0.56271,89.867,heavy metal,1.0,4.0,0.476,0
0.364384925,1.0,0.259,1.21926,0.707,0.19064,272.63955,2.775,0.58547954,2.0,0.633,46.71067,1.71819,-9.97,1,0.605,272.64,0.128,0.19064,119.896,chanson,1.0,5.0,0.921,0
0.481024239,1.0,0.153,0.09896,1.0,0.09896,142.75873,0.218,0.67159627,1.0,0.62,34.03142,-93.50243,-11.335,0,0.814,135.546,0.614,0.09896,137.29,country rock,0.970825545,4.0,0.0,0
0.343281882,0.0,0.635,0.52519,0.635,0.52519,194.11546,0.089,0.449323615,5.0,1.0,35.82213,-88.91599,-15.581,1,0.886,182.729,0.479,0.15887,82.343,country rock,0.998410062,1.0,0.387,2002
0.386669092,0.0,0.52,1.87142,0.431,0.61665,195.91791,0.165,0.51644378,3.0,0.883,27.94653,-82.45927,-11.98,1,0.735,192.087,0.444,0.20411,91.487,folk-pop,1.0,4.0,0.0,1990
0.538070295,3.0,0.083,3.56292,0.489,0.22888,118.33424,0.0,0.728209707,9.0,0.0,37.15735675013362,-63.93335786851952,-11.215,0,0.0,118.334,0.105,0.22888,84.69,easy listening,0.896826245,5.0,0.678,1999
0.552413346,3.0,0.002,0.68393,1.0,0.15338,288.41751,0.113,0.798645179,2.0,0.08,37.15735675013362,-63.93335786851952,-8.165,1,0.665,279.179,1.0,0.15338,115.606,stoner metal,0.920686051,4.0,0.0,2005
0.347598889,0.0,0.0,0.14694,0.0,0.14694,123.21914,1.001,0.445854631,7.0,0.278,33.52029,-86.8115,-12.69,0,0.482,118.079,0.599,0.14694,126.523,western swing,1.0,1.0,0.0,0
0.398547535,2.0,0.02,0.72006,0.779,0.18905,283.76771,0.0,0.605109702,2.0,0.823,53.4796,-2.24881,-8.7,1,0.69,271.83,1.0,0.18905,113.677,indie rock,0.99732938,4.0,1.0,1990
0.421415103,0.0,0.069,1.76995,0.725,0.38749,239.3073,0.182,0.454043995,2.0,0.569,37.15735675013362,-63.93335786851952,-5.758,1,0.601,220.264,0.542,0.04274,86.938,rap rock,0.92892821,4.0,0.222,0
0.404182207,1.0,0.07,0.55647,1.0,0.13404,206.75873,0.096,0.543516131,0.0,0.613,37.15735675013362,-63.93335786851952,-4.907,1,0.656,193.115,0.843,0.13404,141.936,indie rock,1.0,4.0,0.634,0
0.313569343,0.0,0.613,0.24456,0.613,0.24456,134.81751,0.0,0.42054585,11.0,0.847,37.15735675013362,-63.93335786851952,-8.133,1,0.646,130.723,0.0,0.24456,106.049,ranchera,1.0,1.0,0.0,0
0.148985481,0.0,0.275,1.1332,0.847,0.66297,285.64853,0.397,0.373850623,8.0,0.508,37.15735675013362,-63.93335786851952,-9.093,1,0.343,274.727,0.647,0.42645,126.88,chanson,1.0,4.0,0.0,0
0.493566843,1.0,0.058,2.95336,0.579,0.65164,124.18567,0.0,0.743129776,1.0,0.074,37.15735675013362,-63.93335786851952,-10.296,0,0.492,121.005,0.0,0.16161,85.008,hip hop,1.0,5.0,1.0,2001
0.31781096,1.0,0.0,0.14324,0.0,0.14324,134.08608,4.441,0.13818761,4.0,0.718,37.15735675013362,-63.93335786851952,-12.839,0,0.674,130.38,0.0,0.14324,133.699,german pop,1.0,1.0,0.0,0
0.331090126,0.0,0.71,0.23005,0.71,0.23005,155.61098,0.154,0.416141023,11.0,0.599,40.71455,-74.00712,-13.71,1,0.517,150.75,1.0,0.23005,118.975,easy listening,1.0,1.0,0.003,0
0.349192218,0.0,0.104,0.94655,0.141,0.35387,275.40853,0.0,0.495559652,9.0,0.376,37.15735675013362,-63.93335786851952,-2.119,1,0.334,272.556,0.826,0.35387,102.408,breakcore,1.0,4.0,0.395,0
0.316354001,0.0,0.043,1.38242,0.761,0.33359,223.4771,0.291,0.430538907,0.0,0.0,56.153,10.20452,-14.438,1,0.138,220.026,0.783,0.33359,112.006,hard bop,0.942971915,4.0,0.844,1961
0.317833879,0.0,0.99,10.84083,0.0,1.34066,443.24526,0.23,0.428375417,1.0,0.0,31.84666,-91.657,-13.002,1,0.051,430.736,0.703,0.33736,45.527,free jazz,0.985270123,4.0,0.0,0
0.345751247,0.0,0.159,1.66153,0.848,0.96449,177.81506,0.554,0.545110951,4.0,0.695,37.15735675013362,-63.93335786851952,-12.004,1,0.673,167.48,0.859,0.61541,85.621,shoegaze,0.893803057,4.0,0.612,2006
0.277561738,0.0,0.148,1.59705,0.0,0.49298,385.33179,3.048,0.483339422,8.0,0.822,37.15735675013362,-63.93335786851952,-8.37,0,0.503,382.647,0.168,0.07835,108.061,chill-out,0.961490955,4.0,1.0,2000
0.432011947,0.0,0.233,0.95031,0.0,0.38454,324.44036,0.0,0.559278494,7.0,0.558,37.15735675013362,-63.93335786851952,-11.829,1,0.718,312.239,0.0,0.38454,216.195,gospel,1.0,5.0,1.0,1995
0.325148571,1.0,0.093,0.8598,0.616,0.41287,275.12118,0.34,0.438887475,7.0,0.699,36.16778,-86.77836,-6.29,1,0.527,272.933,0.741,0.41287,132.428,blues-rock,0.949727911,4.0,0.281,0
0.414892612,0.0,0.079,0.15435,0.0,0.15435,294.66077,0.864,0.57810363,5.0,0.238,37.77916,-122.42005,-15.761,0,0.07,282.564,0.513,0.15435,168.307,latin jazz,1.0,4.0,0.0,0
0.391585329,1.0,0.045,0.56594,0.662,0.14386,193.20118,0.497,0.502453177,0.0,0.371,37.15735675013362,-63.93335786851952,-27.433,1,0.484,190.003,0.21,0.14386,140.956,chanson,1.0,7.0,0.866,0
0.384184259,1.0,0.053,0.6235,1.0,0.16237,357.82485,0.131,0.541975108,1.0,0.485,37.15735675013362,-63.93335786851952,-5.701,1,0.427,353.785,1.0,0.16237,130.016,tech house,0.947705021,5.0,1.0,1991
0.412671631,1.0,0.005,0.41054,1.0,0.0684,198.3473,0.201,0.683719468,11.0,0.306,37.15735675013362,-63.93335786851952,-8.709,0,0.22,182.184,0.603,0.0684,175.769,hip hop,1.0,4.0,0.7,1997
0.628246419,2.0,0.082,0.2688,0.871,0.2688,261.95546,0.0,0.614870934,7.0,0.96,37.15735675013362,-63.93335786851952,-13.627,1,0.634,253.452,0.799,0.2688,100.194,country,0.939349522,3.0,1.0,2005
0.374271174,1.0,0.025,0.87289,1.0,0.4435,176.27383,0.183,0.626436382,2.0,0.171,18.01571,-76.79731,-11.479,1,0.239,166.911,1.0,0.23251,151.911,roots reggae,1.0,4.0,0.231,1985
0.384146444,0.0,0.527,1.0873,0.0,0.58561,220.89098,0.0,0.494681417,9.0,0.606,37.15735675013362,-63.93335786851952,-6.302,1,0.475,213.107,0.584,0.34041,119.691,freakbeat,0.865512359,4.0,0.491,0
0.393215104,0.0,0.193,0.56138,1.0,0.19121,235.91138,0.322,0.543866303,10.0,0.46,33.39847,-91.03786,-10.466,1,0.379,219.725,0.769,0.19121,161.976,chicago soul,0.930353957,4.0,0.696,0
0.405178359,1.0,1.0,0.18671,1.0,0.18671,239.59465,0.31,0.567278871,0.0,0.601,37.77916,-122.42005,-9.275,1,0.563,231.3,0.551,0.18671,172.398,blues-rock,1.0,1.0,0.0,1971
0.28404741,0.0,0.132,1.49595,0.612,0.42142,171.49342,0.085,0.432386477,2.0,0.45,40.99471,-77.60454,-37.398,1,0.685,165.216,0.531,0.1441,109.823,jazz fusion,0.986476662,3.0,0.659,0
0.343185045,1.0,0.836,0.63247,0.836,0.63247,266.05669,0.23,0.513829587,1.0,0.936,40.71455,-74.00712,-13.836,1,0.763,256.064,0.809,0.26631,90.101,delta blues,0.929447888,1.0,0.0,0
0.601184942,1.0,0.666,1.00904,0.853,0.49144,329.27302,0.45,0.790922848,8.0,0.497,37.15735675013362,-63.93335786851952,-7.103,1,0.491,322.101,0.94,0.23264,116.473,new jack swing,1.0,4.0,1.0,1994
0.0,0.0,0.026,0.97322,0.469,0.49835,198.922,0.228,0.454668191,9.0,0.0,35.4948,-85.01235,-13.495,0,0.094,190.705,0.5,0.26092,126.821,piedmont blues,1.0,4.0,0.0,0
0.422472423,1.0,0.212,1.46125,0.741,0.36893,283.21914,0.258,0.657406765,2.0,0.499,41.88415,-87.63241,-15.144,1,0.652,277.467,0.462,0.0982,111.191,jazz funk,0.923552601,3.0,0.851,1971
0.335101425,0.0,0.053,1.23225,0.771,0.75354,238.68036,0.386,0.45871209,5.0,0.458,37.15735675013362,-63.93335786851952,-12.991,1,0.542,230.742,0.046,0.50536,125.508,male vocalist,0.967161121,4.0,0.462,0
0.437964733,0.0,0.812,0.49594,0.812,0.49594,254.06649,0.43,0.652367864,4.0,0.446,37.15735675013362,-63.93335786851952,-6.01,0,0.383,249.562,0.875,0.24195,137.888,chanson,1.0,1.0,0.0,1999
